timestamp,correlation_id,request_id,waf_event_id,attack_type,risk_score,risk_level,confidence,action,detection_method,request_component,mitigation
2026-08-31T15:49:52.410632+05:30,4d76899d-6e82-4efd-ad66-2c4e8f5f5603,641,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T15:49:52.392477+05:30,becf32a0-7938-4d50-9727-f6a3ae7da2c2,640,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T15:49:52.372801+05:30,8d586b3c-abc6-4b0a-8a66-f9f91e32bfe0,639,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T15:49:52.355306+05:30,f4de3df2-e73f-4c5a-808d-b7d156898c5b,638,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T15:49:51.762985+05:30,6d9d5839-8389-4e2e-978a-be2e0edc4ca7,628,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T15:49:51.744998+05:30,3e50e84d-588c-4665-92c3-77dafe0b660c,627,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T15:49:51.726700+05:30,8da6c65a-9da5-4c12-a92b-730f5c3217b6,626,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T15:49:51.706900+05:30,0c910724-7ab4-437c-a7c5-5c32d588f993,625,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T15:49:51.689511+05:30,a7b85acb-e9fa-498d-890e-f4b1745e9dcc,624,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T15:49:51.671681+05:30,c88d8375-6262-4612-b399-31a4a70cd11c,623,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T15:49:51.654443+05:30,a9289722-9e91-4d5d-8eb0-2ca6f75e9a42,622,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T15:49:51.634079+05:30,da91a690-30de-4ea7-885c-e8fbd0048ed9,621,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:35.394668+05:30,5a26c966-d7bf-44eb-95de-594a28fca5dc,609,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:35.382886+05:30,760994c2-86ec-4cd6-9a9e-0d9ba2d227be,608,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:35.212067+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:35.028963+05:30,dc6925dd-de1a-46c1-b0c7-d7dd72279139,607,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:35.018591+05:30,dc6925dd-de1a-46c1-b0c7-d7dd72279139,607,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:58:35.009553+05:30,dc6925dd-de1a-46c1-b0c7-d7dd72279139,607,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:35.000556+05:30,dc6925dd-de1a-46c1-b0c7-d7dd72279139,607,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:34.983229+05:30,2cafac88-fcd1-4672-9a3a-4d56f57ed356,606,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:34.966893+05:30,1ea5c6b9-3747-43a8-b328-508a1496e9e1,605,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.949556+05:30,10a2fec3-b87f-4960-a672-c7a977787f5a,604,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.931826+05:30,f8b04554-c5a3-44f5-bf20-1da6fd3df7d9,603,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.902317+05:30,49a9092d-3282-4b36-a2ac-909a20cbf064,602,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:58:34.885188+05:30,8dd300e7-2435-4203-8c96-48402353e238,601,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:58:34.867724+05:30,83964280-4aa5-44bb-a5ad-3d68bb76e19b,600,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:58:34.849497+05:30,6d79e8f6-03cb-4c87-b53a-7beb35d38029,599,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:34.263745+05:30,f0f09ae6-cce8-4986-a509-b13a15625ddc,589,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.247015+05:30,c6261b93-191c-49c9-8bac-98ed52b0d17b,588,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.228869+05:30,5f1b59bd-1c3d-47bc-8ab2-2c373d0532a2,587,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:58:34.211063+05:30,fc9a9bd9-08b6-44dd-b24b-ccb9681e7d72,586,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:58:34.193846+05:30,c90a8ac8-a6e0-44b2-982c-693d4ea682c7,585,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:58:34.175162+05:30,9c2d0d22-0fe6-499c-8d34-2763565bb2b1,584,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:58:34.156214+05:30,7f7f8853-f21a-4169-be92-81a6a82f58ba,583,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:58:34.135447+05:30,75b99aa0-77e1-4249-ba7c-987d47115e9e,582,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:55.571690+05:30,be46df1e-089b-469f-b3ee-5e8d492114eb,569,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.559373+05:30,ac6dc951-377b-4bce-b713-0a5e46610b81,568,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.389248+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:55.205553+05:30,1839591e-c138-4bdc-b906-ff8c183d4000,567,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.195645+05:30,1839591e-c138-4bdc-b906-ff8c183d4000,567,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:41:55.187136+05:30,1839591e-c138-4bdc-b906-ff8c183d4000,567,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.177019+05:30,1839591e-c138-4bdc-b906-ff8c183d4000,567,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:55.160369+05:30,5da3b7c4-46a4-4ab8-ba89-465b092a8acc,566,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:55.143738+05:30,595e06b5-85ea-4f90-8579-b6a01d019608,565,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.126929+05:30,448f5afa-deaa-49f1-9682-ad60b4570d33,564,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.109778+05:30,86d34da0-8b87-4408-b923-6b60343376af,563,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:55.093136+05:30,acdc8a30-6e4f-4120-8f03-1883332bf587,562,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:41:55.076004+05:30,db47c2bc-72a0-45b3-9ef4-0e0b474ddfa0,561,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:41:55.058925+05:30,1a0071c9-b2bd-4da9-937e-f2ef9a41d075,560,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:41:55.042264+05:30,2edae09d-181d-435d-b844-b9dec9565708,559,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:54.422490+05:30,d1057dc6-82ad-4187-b154-0816fbf0288c,549,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:54.403303+05:30,3636754a-f4bd-41af-930e-2254a29c8187,548,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:54.382895+05:30,c26469ae-0672-435f-a6ea-bf9f1a7cd19b,547,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:41:54.363475+05:30,cb342ba2-7d8f-48d4-b629-8f5289c003a7,546,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:41:54.343059+05:30,b60c2159-477d-413c-9908-275417151896,545,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:41:54.323348+05:30,ffc8612f-8c05-40e1-a317-b6f63382c1a8,544,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:41:54.302801+05:30,95ef6d39-cea7-4ab6-8349-1659859e3f41,543,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:41:54.279666+05:30,9e30fa9d-3124-4ff2-9f30-d11851f1022c,542,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:33.016282+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:33.004980+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.837012+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:32.654323+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.645998+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:14:32.634898+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.626013+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:32.609826+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:32.594609+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.578295+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.562345+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:32.546032+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:14:32.530087+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:14:32.513513+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:14:32.497111+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:31.953415+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:31.938448+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:31.924229+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-31T14:14:31.910139+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:14:31.895459+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-31T14:14:31.880570+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-31T14:14:31.865567+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-31T14:14:31.848725+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:59.087304+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:59.070988+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.820155+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:58.533949+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.518041+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T23:18:58.498997+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.483238+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:58.452941+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:58.430493+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.402300+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.378796+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:58.351715+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T23:18:58.328188+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T23:18:58.306655+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T23:18:58.283446+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:57.363890+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:57.340956+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:57.317894+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T23:18:57.296674+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T23:18:57.272825+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T23:18:57.245388+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T23:18:57.216815+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T23:18:57.185946+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:09.772750+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:09.737291+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:08.763886+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:07.540096+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:07.478547+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:31:07.422112+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:07.368381+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:07.287292+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:07.194596+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:07.097545+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:07.009879+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:06.921420+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:31:06.831031+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:31:06.746233+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:31:06.659518+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:04.516067+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:04.419866+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:04.322809+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:31:04.230284+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:31:04.142207+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:31:04.058669+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:31:03.976424+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:31:03.884013+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:51.670876+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:51.653821+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:51.398862+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:51.001740+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:50.987312+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:23:50.974343+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:50.960196+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:50.935038+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:50.911009+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:50.885122+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:50.861022+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:50.838240+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:23:50.815006+05:30,,,,Prompt Injection,86,Critical,0.9,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:23:50.786154+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:23:50.760108+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:49.729253+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:49.681894+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:49.632469+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T22:23:49.603937+05:30,,,,Prompt Injection,91,Critical,0.96,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:23:49.573823+05:30,,,,Prompt Injection,95,Critical,1.0,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
2026-08-29T22:23:49.532039+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T22:23:49.482719+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T22:23:49.429010+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:54:00.922428+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.912295+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.746086+05:30,,,,SQL Injection,95,Critical,1.0,blocked,rule_based,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:54:00.515475+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.506273+05:30,,,,XSS,95,Critical,1.0,blocked,hybrid,,Encode all user-supplied output (HTML entity encoding). Use Content-Security-Policy headers. Sanitize inputs using a library like DOMPurify on the client side.
2026-08-29T21:54:00.495232+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.483357+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:54:00.460884+05:30,,,,SQL Injection,95,Critical,1.0,blocked,hybrid,,Use parameterized queries (prepared statements). Validate and sanitize all user inputs. Apply the principle of least privilege to database accounts.
2026-08-29T21:54:00.435372+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.412875+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.397346+05:30,,,,,0,Safe,0.0,allowed,hybrid,,
2026-08-29T21:54:00.380223+05:30,,,,Prompt Injection,89,Critical,0.94,blocked,hybrid,,Never pass raw user input directly to LLM system prompts. Use input/output filtering and sandwich defense patterns. Implement role-based prompt isolation.
